LAMMPS data file via write_data, version 31 Mar 2017, timestep = 10000076

127 atoms
1 atom types

0.0000000000000000e+00 1.0000000000000000e+02 xlo xhi
0.0000000000000000e+00 1.0000000000000000e+02 ylo yhi
0.0000000000000000e+00 1.0000000000000000e+02 zlo zhi

Masses

1 106.42

Atoms # full

8 8 1 0.0000000000000000e+00 1.1907310277381313e+01 1.6366041832500127e+01 1.0698017870280761e+01 0 0 0
12 12 1 0.0000000000000000e+00 1.4584969249492028e+01 1.6577832990792871e+01 1.0145645424051642e+01 0 0 0
112 112 1 0.0000000000000000e+00 1.6264237232831334e+01 1.5091339896846922e+01 1.1780326070227035e+01 0 0 0
21 21 1 0.0000000000000000e+00 1.3596128840775268e+01 1.5033193874331031e+01 1.2200736691993351e+01 0 0 0
104 104 1 0.0000000000000000e+00 1.8630777795320025e+01 1.6193947025113815e+01 1.2098418100508665e+01 0 0 0
9 9 1 0.0000000000000000e+00 1.2104831819210460e+01 1.9154483032499826e+01 1.0884261133488268e+01 0 0 0
13 13 1 0.0000000000000000e+00 1.4745527598842660e+01 1.8993151594317844e+01 1.0447796074818347e+01 0 0 0
114 114 1 0.0000000000000000e+00 1.6396865815243309e+01 2.0456149719619710e+01 1.1971771859013613e+01 0 0 0
22 22 1 0.0000000000000000e+00 1.3551469431868037e+01 1.7723406195372082e+01 1.2381834948890790e+01 0 0 0
113 113 1 0.0000000000000000e+00 1.6377024484015060e+01 1.7578703057059887e+01 1.1824384776214496e+01 0 0 0
23 23 1 0.0000000000000000e+00 1.3688322923836305e+01 2.0345662810172104e+01 1.2534701417956368e+01 0 0 0
105 105 1 0.0000000000000000e+00 1.8712070146971190e+01 1.8786015175797989e+01 1.2293959340807056e+01 0 0 0
10 10 1 0.0000000000000000e+00 1.2162364034419461e+01 2.1964718742070158e+01 1.0922525038187956e+01 0 0 0
11 11 1 0.0000000000000000e+00 1.2267581001260840e+01 2.4630459550113468e+01 1.0978018186504855e+01 0 0 0
14 14 1 0.0000000000000000e+00 1.4507422565381484e+01 2.2033759258661554e+01 1.0488354065961772e+01 0 0 0
15 15 1 0.0000000000000000e+00 1.4823458292622941e+01 2.4728976385354802e+01 1.0671603822422552e+01 0 0 0
115 115 1 0.0000000000000000e+00 1.6447232336671611e+01 2.2952485672775992e+01 1.2074684460730449e+01 0 0 0
106 106 1 0.0000000000000000e+00 1.8821349809069133e+01 2.1650554332483065e+01 1.2094188106322152e+01 0 0 0
107 107 1 0.0000000000000000e+00 1.8610870268582254e+01 2.4714030313255552e+01 1.2476768249866343e+01 0 0 0
1 1 1 0.0000000000000000e+00 1.3967253340390393e+01 1.1992070369173090e+01 1.5848112338733920e+01 0 0 0
16 16 1 0.0000000000000000e+00 1.0809076832798011e+01 1.5172908234551141e+01 1.2908831807561686e+01 0 0 0
45 45 1 0.0000000000000000e+00 1.0443853462716215e+01 1.4864819397737451e+01 1.5400837425410630e+01 0 0 0
36 36 1 0.0000000000000000e+00 8.6915395287022061e+00 1.6404722177349857e+01 1.4066571400084756e+01 0 0 0
27 27 1 0.0000000000000000e+00 1.2605740848885453e+01 1.6188455060092284e+01 1.4426895649580306e+01 0 0 0
26 26 1 0.0000000000000000e+00 1.2436020440647685e+01 1.3718678043002177e+01 1.4232902282131899e+01 0 0 0
122 122 1 0.0000000000000000e+00 1.5190666729857453e+01 1.3651163791661105e+01 1.3970322806451071e+01 0 0 0
123 123 1 0.0000000000000000e+00 1.5222582384852561e+01 1.6400319172070187e+01 1.3980294598923630e+01 0 0 0
2 2 1 0.0000000000000000e+00 1.4205672726008162e+01 1.4845987955421604e+01 1.6093760121163115e+01 0 0 0
98 98 1 0.0000000000000000e+00 1.6282350531236609e+01 1.3333842627513301e+01 1.6328454325376224e+01 0 0 0
99 99 1 0.0000000000000000e+00 1.6560418663856769e+01 1.6085924948347991e+01 1.6415337754432738e+01 0 0 0
117 117 1 0.0000000000000000e+00 1.7495733661526344e+01 1.4840238682488156e+01 1.4200927161818973e+01 0 0 0
108 108 1 0.0000000000000000e+00 1.9775485491927430e+01 1.6083439232306421e+01 1.4426674490724926e+01 0 0 0
18 18 1 0.0000000000000000e+00 1.0788691889483273e+01 2.0540838871693371e+01 1.2801474524684890e+01 0 0 0
17 17 1 0.0000000000000000e+00 1.0803023271647847e+01 1.7662442898575481e+01 1.2713547802055293e+01 0 0 0
37 37 1 0.0000000000000000e+00 8.9766159520988520e+00 1.9224889594447603e+01 1.3867435922445633e+01 0 0 0
46 46 1 0.0000000000000000e+00 1.0642234948780786e+01 1.7532224386799957e+01 1.5450127575499224e+01 0 0 0
47 47 1 0.0000000000000000e+00 1.0521765384279737e+01 2.0206413389576678e+01 1.5591748166437419e+01 0 0 0
33 33 1 0.0000000000000000e+00 8.5629045137972497e+00 1.8703519960531775e+01 1.6789390106558539e+01 0 0 0
28 28 1 0.0000000000000000e+00 1.2595562895600464e+01 1.8986138787270207e+01 1.4540112900417173e+01 0 0 0
124 124 1 0.0000000000000000e+00 1.5346006098217835e+01 1.8953839788158504e+01 1.4023944577291664e+01 0 0 0
3 3 1 0.0000000000000000e+00 1.4408934329507131e+01 1.7560927990792599e+01 1.6174239811355292e+01 0 0 0
4 4 1 0.0000000000000000e+00 1.4450525559851389e+01 2.0237156803414162e+01 1.6190454204985414e+01 0 0 0
100 100 1 0.0000000000000000e+00 1.6752249770571677e+01 1.8730946260838728e+01 1.6475256148941895e+01 0 0 0
118 118 1 0.0000000000000000e+00 1.7581928748250746e+01 1.7557361065320229e+01 1.4261159330886347e+01 0 0 0
119 119 1 0.0000000000000000e+00 1.7815415230505682e+01 2.0145358868924465e+01 1.4333108907379092e+01 0 0 0
109 109 1 0.0000000000000000e+00 2.0209499092153070e+01 1.8819555015724735e+01 1.4399055110031554e+01 0 0 0
90 90 1 0.0000000000000000e+00 1.9392937405809121e+01 2.0021219712520839e+01 1.6619162885376621e+01 0 0 0
19 19 1 0.0000000000000000e+00 1.0979182817072198e+01 2.3083600748291570e+01 1.2994617999673167e+01 0 0 0
38 38 1 0.0000000000000000e+00 8.7950550706521220e+00 2.1991836666213299e+01 1.4443306251849528e+01 0 0 0
48 48 1 0.0000000000000000e+00 1.0596168755068348e+01 2.2872277549542854e+01 1.5728841400086379e+01 0 0 0
39 39 1 0.0000000000000000e+00 9.0068076127032004e+00 2.4659202680522689e+01 1.4125179533552249e+01 0 0 0
29 29 1 0.0000000000000000e+00 1.2686886439709411e+01 2.1721805646721435e+01 1.4481382025130795e+01 0 0 0
24 24 1 0.0000000000000000e+00 1.3834460282514423e+01 2.3154875843695976e+01 1.2484819124352070e+01 0 0 0
30 30 1 0.0000000000000000e+00 1.2871294397803647e+01 2.4303575729503486e+01 1.4779620573588094e+01 0 0 0
125 125 1 0.0000000000000000e+00 1.5492988708463798e+01 2.1632179725441933e+01 1.4129137727035685e+01 0 0 0
126 126 1 0.0000000000000000e+00 1.5401953873877726e+01 2.4303494732449231e+01 1.4131231641097786e+01 0 0 0
5 5 1 0.0000000000000000e+00 1.4530251967991507e+01 2.2718362783319662e+01 1.6303896206261065e+01 0 0 0
101 101 1 0.0000000000000000e+00 1.7000119207888599e+01 2.1414571351120781e+01 1.6521979897529434e+01 0 0 0
110 110 1 0.0000000000000000e+00 2.0116723281574032e+01 2.1465699985161379e+01 1.4510682020643799e+01 0 0 0
120 120 1 0.0000000000000000e+00 1.7699220653796413e+01 2.2944412271187883e+01 1.4325314561419725e+01 0 0 0
111 111 1 0.0000000000000000e+00 2.0055191082392447e+01 2.4070926890276926e+01 1.4670277824757285e+01 0 0 0
102 102 1 0.0000000000000000e+00 1.6644126585919722e+01 2.4280440394869668e+01 1.6479257814675869e+01 0 0 0
32 32 1 0.0000000000000000e+00 8.5310251610413239e+00 1.6142788482032053e+01 1.6573967505302402e+01 0 0 0
50 50 1 0.0000000000000000e+00 1.2138482674611181e+01 1.3398078548595706e+01 1.7014681423755661e+01 0 0 0
51 51 1 0.0000000000000000e+00 1.2054517392896194e+01 1.6141046588031649e+01 1.7035103664699282e+01 0 0 0
40 40 1 0.0000000000000000e+00 1.0045604688442832e+01 1.4869883926241746e+01 1.8295333125440255e+01 0 0 0
60 60 1 0.0000000000000000e+00 1.0374792895254709e+01 1.5861510964932590e+01 2.0496757450789875e+01 0 0 0
69 69 1 0.0000000000000000e+00 1.2357384357696459e+01 1.4605541991687065e+01 1.9350418487829806e+01 0 0 0
74 74 1 0.0000000000000000e+00 1.4382955549193253e+01 1.3412279809670926e+01 1.8256079739624877e+01 0 0 0
75 75 1 0.0000000000000000e+00 1.4668113948422429e+01 1.5918317122468364e+01 1.8445050299349905e+01 0 0 0
64 64 1 0.0000000000000000e+00 1.4929173779140937e+01 1.4510013925862109e+01 2.0619244977239177e+01 0 0 0
88 88 1 0.0000000000000000e+00 1.8740509174343739e+01 1.4599557156669963e+01 1.6805783652464978e+01 0 0 0
93 93 1 0.0000000000000000e+00 1.6959124365110995e+01 1.4526395381694043e+01 1.8694678714723594e+01 0 0 0
80 80 1 0.0000000000000000e+00 1.9182566528482635e+01 1.6015564910141226e+01 1.8869664424591932e+01 0 0 0
41 41 1 0.0000000000000000e+00 1.0188360588285960e+01 1.7502890908481877e+01 1.8439742399284853e+01 0 0 0
52 52 1 0.0000000000000000e+00 1.2227105504578327e+01 1.8813180716896383e+01 1.7198867566891334e+01 0 0 0
42 42 1 0.0000000000000000e+00 1.0161656518297105e+01 2.0026862867793380e+01 1.8682164188422703e+01 0 0 0
70 70 1 0.0000000000000000e+00 1.2620509254304814e+01 1.7273119349600897e+01 1.9666938348241683e+01 0 0 0
71 71 1 0.0000000000000000e+00 1.2708381424346088e+01 2.0039029794206879e+01 1.9683811056079300e+01 0 0 0
76 76 1 0.0000000000000000e+00 1.4721629491419749e+01 1.8753377187678822e+01 1.8747867108287579e+01 0 0 0
65 65 1 0.0000000000000000e+00 1.5329540141527838e+01 1.7184307779771295e+01 2.0793092754877623e+01 0 0 0
89 89 1 0.0000000000000000e+00 1.8829653654183559e+01 1.7198468022487560e+01 1.6550525077866247e+01 0 0 0
94 94 1 0.0000000000000000e+00 1.6946798815273358e+01 1.7398943001863799e+01 1.8748030598079175e+01 0 0 0
95 95 1 0.0000000000000000e+00 1.7133404700662449e+01 2.0127836588442047e+01 1.8662015135835805e+01 0 0 0
81 81 1 0.0000000000000000e+00 1.9375667546067071e+01 1.8557157747630981e+01 1.8945174850996015e+01 0 0 0
85 85 1 0.0000000000000000e+00 1.7741528945755029e+01 1.8569407018244920e+01 2.0965292088785734e+01 0 0 0
34 34 1 0.0000000000000000e+00 8.6094802020392400e+00 2.1284795231725880e+01 1.6821303797575826e+01 0 0 0
35 35 1 0.0000000000000000e+00 8.6290734711617869e+00 2.4094113504692100e+01 1.6885682233851004e+01 0 0 0
